oci,citing,cited,creation,timespan,journal_sc,author_sc
0606003691-062101515969,omid:br/0606003691,omid:br/062101515969,2021-06-24,P7Y8M2D,no,no
0606003691-06501274510,omid:br/0606003691,omid:br/06501274510,2021-06-24,P27Y,no,no
0606003691-061401599538,omid:br/0606003691,omid:br/061401599538,2021-06-24,P2Y11M,no,no
0606003691-06303144641,omid:br/0606003691,omid:br/06303144641,2021-06-24,P2Y6M18D,no,no
0606003691-0640963983,omid:br/0606003691,omid:br/0640963983,2021-06-24,P28Y0M,no,no
0606003691-06501129768,omid:br/0606003691,omid:br/06501129768,2021-06-24,P14Y6M,no,no
0606003691-06501583456,omid:br/0606003691,omid:br/06501583456,2021-06-24,P6Y5M,no,no
0606003691-061601010410,omid:br/0606003691,omid:br/061601010410,2021-06-24,P7Y,no,no
0606003691-061702590984,omid:br/0606003691,omid:br/061702590984,2021-06-24,P2Y10M2D,no,no
0606003691-06801009614,omid:br/0606003691,omid:br/06801009614,2021-06-24,P9Y0M6D,no,no
0606003691-0606625131,omid:br/0606003691,omid:br/0606625131,2021-06-24,,no,no
0606003691-0610850278,omid:br/0606003691,omid:br/0610850278,2021-06-24,P3Y,no,no
0606003691-062101041023,omid:br/0606003691,omid:br/062101041023,2021-06-24,P3Y4M,no,no
0606003691-06170457895,omid:br/0606003691,omid:br/06170457895,2021-06-24,P2Y6M23D,no,no
0606003691-06250487360,omid:br/0606003691,omid:br/06250487360,2021-06-24,P19Y4M,no,no
0606003691-062102880199,omid:br/0606003691,omid:br/062102880199,2021-06-24,P7Y1M23D,no,no
0606003691-06120223991,omid:br/0606003691,omid:br/06120223991,2021-06-24,P29Y4M,no,no
0606003691-062602642905,omid:br/0606003691,omid:br/062602642905,2021-06-24,P24Y0M,no,no
0606003691-06201307747,omid:br/0606003691,omid:br/06201307747,2021-06-24,P10Y2M,no,no
0606003691-06703466684,omid:br/0606003691,omid:br/06703466684,2021-06-24,P8Y5M13D,no,no
0606003691-06201209355,omid:br/0606003691,omid:br/06201209355,2021-06-24,P41Y5M,no,no
0606003691-061402073452,omid:br/0606003691,omid:br/061402073452,2021-06-24,P3Y7M15D,no,no
0606003691-0680100720,omid:br/0606003691,omid:br/0680100720,2021-06-24,P1Y9M,no,no
0606003691-06170651070,omid:br/0606003691,omid:br/06170651070,2021-06-24,P1Y0M23D,no,no
0606003691-06240150553,omid:br/0606003691,omid:br/06240150553,2021-06-24,P2Y1M26D,no,no
0606003691-061503165396,omid:br/0606003691,omid:br/061503165396,2021-06-24,P11Y0M,no,no
0606003691-06301600301,omid:br/0606003691,omid:br/06301600301,2021-06-24,P70Y8M23D,no,no
0606003691-0620109431,omid:br/0606003691,omid:br/0620109431,2021-06-24,P12Y8M,no,no
0606003691-06801132515,omid:br/0606003691,omid:br/06801132515,2021-06-24,P7Y1M23D,no,no
0606003691-062102334307,omid:br/0606003691,omid:br/062102334307,2021-06-24,P2Y10M17D,no,no
0606003691-062201394692,omid:br/0606003691,omid:br/062201394692,2021-06-24,P3Y,no,no
0606003691-06501354187,omid:br/0606003691,omid:br/06501354187,2021-06-24,P6Y,no,no
0606003691-0606625132,omid:br/0606003691,omid:br/0606625132,2021-06-24,,no,no
0606003691-061402073424,omid:br/0606003691,omid:br/061402073424,2021-06-24,P2Y11M13D,no,no
0606003691-062504210373,omid:br/0606003691,omid:br/062504210373,2021-06-24,,no,no
0606003691-062301247156,omid:br/0606003691,omid:br/062301247156,2021-06-24,P17Y0M,no,no
0606003691-0660681080,omid:br/0606003691,omid:br/0660681080,2021-06-24,P2Y3M,no,no
0606003691-062102880207,omid:br/0606003691,omid:br/062102880207,2021-06-24,P7Y1M23D,no,no
0606003691-062601425702,omid:br/0606003691,omid:br/062601425702,2021-06-24,P5Y7M19D,no,no
0606003691-06501129505,omid:br/0606003691,omid:br/06501129505,2021-06-24,P3Y8M22D,no,no
0606003691-0620287336,omid:br/0606003691,omid:br/0620287336,2021-06-24,P6Y10M5D,no,no
0606003691-06804864485,omid:br/0606003691,omid:br/06804864485,2021-06-24,,no,no
0606003691-06801132509,omid:br/0606003691,omid:br/06801132509,2021-06-24,P9Y1M23D,no,no
0606003691-061701738852,omid:br/0606003691,omid:br/061701738852,2021-06-24,P7Y2M27D,no,no
0606003691-061201362479,omid:br/0606003691,omid:br/061201362479,2021-06-24,P6Y5M25D,no,no
0606003691-06220235134,omid:br/0606003691,omid:br/06220235134,2021-06-24,P33Y,no,no
0606003691-061401349821,omid:br/0606003691,omid:br/061401349821,2021-06-24,P13Y,no,no
0606003691-061602211690,omid:br/0606003691,omid:br/061602211690,2021-06-24,P7Y6M23D,no,no
0606003691-06220163391,omid:br/0606003691,omid:br/06220163391,2021-06-24,P3Y8M22D,no,no
0606003691-06801682769,omid:br/0606003691,omid:br/06801682769,2021-06-24,P2Y,no,no
0606003691-0606625130,omid:br/0606003691,omid:br/0606625130,2021-06-24,,no,no
0606003691-061301279979,omid:br/0606003691,omid:br/061301279979,2021-06-24,P3Y11M28D,no,no
0606003691-062402434527,omid:br/0606003691,omid:br/062402434527,2021-06-24,P4Y,no,no
0606003691-061101713490,omid:br/0606003691,omid:br/061101713490,2021-06-24,P3Y8M11D,no,no
0606003691-061201434642,omid:br/0606003691,omid:br/061201434642,2021-06-24,P8Y,no,no
0606003691-062102880266,omid:br/0606003691,omid:br/062102880266,2021-06-24,P10Y1M23D,no,no
0606003691-0606625129,omid:br/0606003691,omid:br/0606625129,2021-06-24,,no,no
0606003691-06801801281,omid:br/0606003691,omid:br/06801801281,2021-06-24,P12Y3M23D,no,no
0606003691-06401804137,omid:br/0606003691,omid:br/06401804137,2021-06-24,P8Y9M,no,no
0606003691-062103010526,omid:br/0606003691,omid:br/062103010526,2021-06-24,P6Y8M2D,no,no
0606003691-06401590284,omid:br/0606003691,omid:br/06401590284,2021-06-24,P23Y,no,no
0606003691-062402422157,omid:br/0606003691,omid:br/062402422157,2021-06-24,P7Y,no,no
0606003691-062301184011,omid:br/0606003691,omid:br/062301184011,2021-06-24,P7Y1M8D,no,no
0606003691-062601056745,omid:br/0606003691,omid:br/062601056745,2021-06-24,P16Y3M,no,no
0606116840-0606488676,omid:br/0606116840,omid:br/0606488676,2024,,no,no
0606116840-062402377616,omid:br/0606116840,omid:br/062402377616,2024,P10Y,no,no
0606116840-061503075860,omid:br/0606116840,omid:br/061503075860,2024,P28Y,no,no
0606116840-06802809795,omid:br/0606116840,omid:br/06802809795,2024,P9Y,no,no
0606116840-0610391830,omid:br/0606116840,omid:br/0610391830,2024,P3Y,no,no
0606116840-062301743375,omid:br/0606116840,omid:br/062301743375,2024,P5Y,no,no
0606116840-0604803968,omid:br/0606116840,omid:br/0604803968,2024,,no,no
0606116840-06802467928,omid:br/0606116840,omid:br/06802467928,2024,P4Y,no,no
0606116840-06190544910,omid:br/0606116840,omid:br/06190544910,2024,P10Y,no,no
0606116840-062402593870,omid:br/0606116840,omid:br/062402593870,2024,P12Y,no,no
0606116840-06220163379,omid:br/0606116840,omid:br/06220163379,2024,P6Y,no,no
0606116840-0606488677,omid:br/0606116840,omid:br/0606488677,2024,,no,no
0606116840-061301239329,omid:br/0606116840,omid:br/061301239329,2024,P10Y,no,no
0606116840-06301473350,omid:br/0606116840,omid:br/06301473350,2024,P3Y,no,no
0606116840-062102427789,omid:br/0606116840,omid:br/062102427789,2024,P8Y,no,no
0606116840-061103480500,omid:br/0606116840,omid:br/061103480500,2024,P7Y,no,no
0606116840-062602662437,omid:br/0606116840,omid:br/062602662437,2024,P7Y,no,no
0606116840-0605933697,omid:br/0606116840,omid:br/0605933697,2024,,no,no
0606116840-062601119373,omid:br/0606116840,omid:br/062601119373,2024,P54Y,no,no
0606116840-061901997047,omid:br/0606116840,omid:br/061901997047,2024,P11Y,no,no
0606116840-062101390764,omid:br/0606116840,omid:br/062101390764,2024,P2Y,no,no
0606116840-061902393991,omid:br/0606116840,omid:br/061902393991,2024,P10Y,no,no
0606199625-0607899445,omid:br/0606199625,omid:br/0607899445,2025-01-23,,no,no
0606199625-06302861016,omid:br/0606199625,omid:br/06302861016,2025-01-23,P10Y,no,no
0606199625-062601890896,omid:br/0606199625,omid:br/062601890896,2025-01-23,P4Y,no,no
0606199625-062402335040,omid:br/0606199625,omid:br/062402335040,2025-01-23,P6Y9M0D,no,no
0606199625-061502492960,omid:br/0606199625,omid:br/061502492960,2025-01-23,P9Y,no,no
0606199625-0607899446,omid:br/0606199625,omid:br/0607899446,2025-01-23,,no,no
0606237582-06104353096,omid:br/0606237582,omid:br/06104353096,2024-12-16,P1Y7M8D,no,no
0606237582-06340159724,omid:br/0606237582,omid:br/06340159724,2024-12-16,,no,no
0606237582-06802534940,omid:br/0606237582,omid:br/06802534940,2024-12-16,P2Y10M16D,no,no
0606237582-06201359680,omid:br/0606237582,omid:br/06201359680,2024-12-16,P4Y11M23D,no,no
0606237582-062401300386,omid:br/0606237582,omid:br/062401300386,2024-12-16,P16Y,no,no
0606237582-0619093436,omid:br/0606237582,omid:br/0619093436,2024-12-16,P3Y6M,no,no
0606237582-06801162137,omid:br/0606237582,omid:br/06801162137,2024-12-16,P2Y7M7D,no,no
0606237582-06601038423,omid:br/0606237582,omid:br/06601038423,2024-12-16,P4Y11M3D,no,no
0606237582-061701738911,omid:br/0606237582,omid:br/061701738911,2024-12-16,P11Y11M8D,no,no
0606237582-0630517659,omid:br/0606237582,omid:br/0630517659,2024-12-16,P27Y5M,no,no
0606237775-061502007684,omid:br/0606237775,omid:br/061502007684,2024-12-16,P8Y9M15D,no,no
0606237775-061403907743,omid:br/0606237775,omid:br/061403907743,2024-12-16,P1Y,no,no
0606237775-061601764958,omid:br/0606237775,omid:br/061601764958,2024-12-16,P26Y2M,no,no
0606237775-06702568956,omid:br/0606237775,omid:br/06702568956,2024-12-16,P5Y9M15D,no,no
0606237775-0604868703,omid:br/0606237775,omid:br/0604868703,2024-12-16,,no,no
0606237775-061603442629,omid:br/0606237775,omid:br/061603442629,2024-12-16,P2Y,no,no
0606237775-061902206134,omid:br/0606237775,omid:br/061902206134,2024-12-16,P6Y,no,no
0606237775-061603521031,omid:br/0606237775,omid:br/061603521031,2024-12-16,P1Y10M7D,no,no
0606237775-061603521036,omid:br/0606237775,omid:br/061603521036,2024-12-16,P1Y9M13D,no,no
0606237775-061502978158,omid:br/0606237775,omid:br/061502978158,2024-12-16,P3Y,no,no
0606237775-062501605366,omid:br/0606237775,omid:br/062501605366,2024-12-16,P2Y8M16D,no,no
0606237775-06103871540,omid:br/0606237775,omid:br/06103871540,2024-12-16,P2Y,no,no
0606237775-061402087987,omid:br/0606237775,omid:br/061402087987,2024-12-16,P4Y11M,no,no
060624695-06604017003,omid:br/060624695,omid:br/06604017003,2021-09-16,,yes,yes
060624696-06604017003,omid:br/060624696,omid:br/06604017003,2021-09-16,,yes,yes
0606821958-0605979036,omid:br/0606821958,omid:br/0605979036,2024-11-29,,no,no
0606821958-061902640107,omid:br/0606821958,omid:br/061902640107,2024-11-29,P9Y,no,no
0606821958-062103916324,omid:br/0606821958,omid:br/062103916324,2024-11-29,,no,no
0606821958-06704364769,omid:br/0606821958,omid:br/06704364769,2024-11-29,P1Y3M14D,no,no
0606821958-061301484139,omid:br/0606821958,omid:br/061301484139,2024-11-29,P2Y,no,no
0606821958-0642078134,omid:br/0606821958,omid:br/0642078134,2024-11-29,P1Y,no,no
0606821958-062102076318,omid:br/0606821958,omid:br/062102076318,2024-11-29,P5Y6M,no,no
0606821958-0605979038,omid:br/0606821958,omid:br/0605979038,2024-11-29,,no,no
0606821958-062202203852,omid:br/0606821958,omid:br/062202203852,2024-11-29,P7Y,no,no
0606821958-06402196773,omid:br/0606821958,omid:br/06402196773,2024-11-29,P5Y3M8D,no,no
0606821958-06403022896,omid:br/0606821958,omid:br/06403022896,2024-11-29,P3Y0M1D,no,no
0606821958-06310168111,omid:br/0606821958,omid:br/06310168111,2024-11-29,P1Y2M,no,no
0606821958-06204441655,omid:br/0606821958,omid:br/06204441655,2024-11-29,P2Y,no,no
0606821958-0605979035,omid:br/0606821958,omid:br/0605979035,2024-11-29,,no,no
0606821958-06102914665,omid:br/0606821958,omid:br/06102914665,2024-11-29,P8Y5M,no,no
0606821958-061401795505,omid:br/0606821958,omid:br/061401795505,2024-11-29,P3Y2M,no,no
0606821958-06130701006,omid:br/0606821958,omid:br/06130701006,2024-11-29,P13Y0M,no,no
0606821958-0643074607,omid:br/0606821958,omid:br/0643074607,2024-11-29,,no,no
0606821958-062602507827,omid:br/0606821958,omid:br/062602507827,2024-11-29,P8Y5M,no,no
0606821958-0605979037,omid:br/0606821958,omid:br/0605979037,2024-11-29,,no,no
0606821958-0605979034,omid:br/0606821958,omid:br/0605979034,2024-11-29,,no,no
0606832751-061304168344,omid:br/0606832751,omid:br/061304168344,2024-06-21,,no,no
0606832751-06404898253,omid:br/0606832751,omid:br/06404898253,2024-06-21,P0Y6M8D,no,no
0606832751-061202204353,omid:br/0606832751,omid:br/061202204353,2024-06-21,P3Y8M22D,no,no
0606832751-062503961259,omid:br/0606832751,omid:br/062503961259,2024-06-21,P1Y4M12D,no,no
0606832751-06290484847,omid:br/0606832751,omid:br/06290484847,2024-06-21,,no,no
0606832751-06350352641,omid:br/0606832751,omid:br/06350352641,2024-06-21,P3Y,no,no
0606832751-061501987022,omid:br/0606832751,omid:br/061501987022,2024-06-21,P3Y1M,no,no
0606832751-0607462798,omid:br/0606832751,omid:br/0607462798,2024-06-21,,no,no
0606832751-061702418571,omid:br/0606832751,omid:br/061702418571,2024-06-21,P12Y,no,no
0606832751-06430171397,omid:br/0606832751,omid:br/06430171397,2024-06-21,P1Y2M18D,no,no
0606832751-061604194646,omid:br/0606832751,omid:br/061604194646,2024-06-21,,no,no
0606832751-061604159083,omid:br/0606832751,omid:br/061604159083,2024-06-21,,no,no
0606832751-06160664962,omid:br/0606832751,omid:br/06160664962,2024-06-21,P2Y,no,no
0606832751-0607462797,omid:br/0606832751,omid:br/0607462797,2024-06-21,,no,no
0606832751-062204208165,omid:br/0606832751,omid:br/062204208165,2024-06-21,,no,no
0606832751-062404207057,omid:br/0606832751,omid:br/062404207057,2024-06-21,P0Y,no,no
0606832751-062403526626,omid:br/0606832751,omid:br/062403526626,2024-06-21,P1Y8M10D,no,no
0606832751-06280142386,omid:br/0606832751,omid:br/06280142386,2024-06-21,P1Y5M18D,no,no
0606832751-061403436011,omid:br/0606832751,omid:br/061403436011,2024-06-21,P2Y,no,no
0606832751-062203247676,omid:br/0606832751,omid:br/062203247676,2024-06-21,,no,no
0606832751-062103935687,omid:br/0606832751,omid:br/062103935687,2024-06-21,,no,no
0606832751-06304845679,omid:br/0606832751,omid:br/06304845679,2024-06-21,,no,no
0606832751-0607462799,omid:br/0606832751,omid:br/0607462799,2024-06-21,,no,no
0606832751-06480116382,omid:br/0606832751,omid:br/06480116382,2024-06-21,P1Y6M2D,no,no
0606832751-06190102549,omid:br/0606832751,omid:br/06190102549,2024-06-21,P1Y11M9D,no,no
0606832751-0606141703,omid:br/0606832751,omid:br/0606141703,2024-06-21,,no,no
0606832751-06450124113,omid:br/0606832751,omid:br/06450124113,2024-06-21,P0Y9M21D,no,no
0606832751-061303841427,omid:br/0606832751,omid:br/061303841427,2024-06-21,P1Y6M20D,no,no
0606832751-06430151176,omid:br/0606832751,omid:br/06430151176,2024-06-21,P1Y0M,no,no
0606832751-06201060070,omid:br/0606832751,omid:br/06201060070,2024-06-21,P5Y11M,no,no
0606832751-0680980506,omid:br/0606832751,omid:br/0680980506,2024-06-21,P2Y1M9D,no,no
0606832751-06403901299,omid:br/0606832751,omid:br/06403901299,2024-06-21,P1Y7M10D,no,no
0606832751-06160664988,omid:br/0606832751,omid:br/06160664988,2024-06-21,P2Y,no,no
0606832751-061403547181,omid:br/0606832751,omid:br/061403547181,2024-06-21,P1Y8M20D,no,no
0606832751-061401392505,omid:br/0606832751,omid:br/061401392505,2024-06-21,P10Y11M20D,no,no
0606938280-0604930701,omid:br/0606938280,omid:br/0604930701,2024,,no,no
0606938280-06102953535,omid:br/0606938280,omid:br/06102953535,2024,P12Y,no,no
0606938280-062602414564,omid:br/0606938280,omid:br/062602414564,2024,P3Y,no,no
0606938280-062301436434,omid:br/0606938280,omid:br/062301436434,2024,P20Y,no,no
0606938280-061302164264,omid:br/0606938280,omid:br/061302164264,2024,P1Y,no,no
0606938280-061503469534,omid:br/0606938280,omid:br/061503469534,2024,P1Y,no,no
0606938280-06220661842,omid:br/0606938280,omid:br/06220661842,2024,P2Y,no,no
0606938280-062103574412,omid:br/0606938280,omid:br/062103574412,2024,,no,no
0606938280-06320136463,omid:br/0606938280,omid:br/06320136463,2024,P0Y,no,no
0606938280-061801974481,omid:br/0606938280,omid:br/061801974481,2024,P10Y,no,no
0606938280-0604930703,omid:br/0606938280,omid:br/0604930703,2024,,no,no
0606938280-0604930702,omid:br/0606938280,omid:br/0604930702,2024,,no,no
0606938280-062602177384,omid:br/0606938280,omid:br/062602177384,2024,P12Y,no,no
0606938280-06402268116,omid:br/0606938280,omid:br/06402268116,2024,P8Y,no,no
0606938280-06290561821,omid:br/0606938280,omid:br/06290561821,2024,,no,no
0606938280-06603550316,omid:br/0606938280,omid:br/06603550316,2024,,no,no
0606938280-06101133199,omid:br/0606938280,omid:br/06101133199,2024,P15Y,no,no
0606938280-0604930700,omid:br/0606938280,omid:br/0604930700,2024,,no,no
0606938280-061802136119,omid:br/0606938280,omid:br/061802136119,2024,P8Y,no,no
0606938280-06230668740,omid:br/0606938280,omid:br/06230668740,2024,P7Y,no,no
0606938280-06220559457,omid:br/0606938280,omid:br/06220559457,2024,P9Y,no,no
0606938280-06301479747,omid:br/0606938280,omid:br/06301479747,2024,P19Y,no,no
0606938280-06301479703,omid:br/0606938280,omid:br/06301479703,2024,P17Y,no,no
0606938280-06303525069,omid:br/0606938280,omid:br/06303525069,2024,P1Y,no,no
0606938280-06501850083,omid:br/0606938280,omid:br/06501850083,2024,P8Y,no,no
0606938280-06501850098,omid:br/0606938280,omid:br/06501850098,2024,P8Y,no,no
0606938280-06502595709,omid:br/0606938280,omid:br/06502595709,2024,P6Y,no,no
0607153481-06402777555,omid:br/0607153481,omid:br/06402777555,2024-12-16,P15Y9M,no,no
0607161581-06702496994,omid:br/0607161581,omid:br/06702496994,2024-12-16,P7Y7M11D,no,no
0607161581-06802923680,omid:br/0607161581,omid:br/06802923680,2024-12-16,P9Y0M19D,no,no
0607161581-06101228646,omid:br/0607161581,omid:br/06101228646,2024-12-16,P12Y8M,no,no
0607161581-06301704372,omid:br/0607161581,omid:br/06301704372,2024-12-16,P17Y,no,no
0607161581-062301321934,omid:br/0607161581,omid:br/062301321934,2024-12-16,P11Y2M7D,no,no
0607161581-06702496832,omid:br/0607161581,omid:br/06702496832,2024-12-16,P6Y10M14D,no,no
0607161581-06604338670,omid:br/0607161581,omid:br/06604338670,2024-12-16,,no,no
0607161581-061201935636,omid:br/0607161581,omid:br/061201935636,2024-12-16,P2Y8M21D,no,no
0607161581-0605246271,omid:br/0607161581,omid:br/0605246271,2024-12-16,,no,no
0607161581-061402277422,omid:br/0607161581,omid:br/061402277422,2024-12-16,P5Y7M14D,no,no
0607161581-06180334366,omid:br/0607161581,omid:br/06180334366,2024-12-16,P11Y9M15D,no,no
0607161581-06180333582,omid:br/0607161581,omid:br/06180333582,2024-12-16,P3Y3M1D,no,no
0607161581-06802513362,omid:br/0607161581,omid:br/06802513362,2024-12-16,P9Y7M11D,no,no
0607161581-061701738967,omid:br/0607161581,omid:br/061701738967,2024-12-16,P13Y6M16D,no,no
0607161581-062404295331,omid:br/0607161581,omid:br/062404295331,2024-12-16,P0Y8M2D,no,no
0607161581-061701739046,omid:br/0607161581,omid:br/061701739046,2024-12-16,P15Y8M3D,no,no
0607161581-06110842483,omid:br/0607161581,omid:br/06110842483,2024-12-16,P6Y1M2D,no,no
0607161581-06704644248,omid:br/0607161581,omid:br/06704644248,2024-12-16,P1Y2M,no,no
0607161581-06702496380,omid:br/0607161581,omid:br/06702496380,2024-12-16,P3Y3M28D,no,no
0607161581-062303059101,omid:br/0607161581,omid:br/062303059101,2024-12-16,P14Y,no,no
0607162834-06301028598,omid:br/0607162834,omid:br/06301028598,2024-12-16,P3Y4M,no,no
0607162834-06120211714,omid:br/0607162834,omid:br/06120211714,2024-12-16,P11Y9M,no,no
0607162834-0605246967,omid:br/0607162834,omid:br/0605246967,2024-12-16,,no,no
0607162834-06130107944,omid:br/0607162834,omid:br/06130107944,2024-12-16,P5Y3M,no,no
0607162834-062103303288,omid:br/0607162834,omid:br/062103303288,2024-12-16,P29Y11M,no,no
0607162834-061501012228,omid:br/0607162834,omid:br/061501012228,2024-12-16,P7Y4M26D,no,no
0607162834-061203785806,omid:br/0607162834,omid:br/061203785806,2024-12-16,P24Y2M,no,no
0607162834-061302974230,omid:br/0607162834,omid:br/061302974230,2024-12-16,P19Y4M1D,no,no
0607162834-06140106041,omid:br/0607162834,omid:br/06140106041,2024-12-16,P7Y2M,no,no
